PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
88888,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
BA,0.00,26.16,0.00,0.00,0.00,18.84,5.260,20.68
BV,0.00,23.23,33.33,0.00,0.00,19.55,10.53,19.89
CN,0.00,25.67,0.00,0.00,0.00,28.09,5.170,24.59
CS,4.350,20.79,4.550,0.00,0.00,20.47,6.670,19.51
CT,0.00,0.00,22.22,0.00,0.00,18.50,12.50,17.93
HF,0.00,20.69,0.00,0.00,0.00,23.79,5.560,21.75
HI,0.00,42.86,0.00,0.00,0.00,23.66,0.00,23.94
LS,0.00,21.24,0.00,0.00,0.00,13.45,2.880,13.59
PC,0.00,30.77,0.00,0.00,0.00,30.37,20.00,29.68
PE,0.00,11.63,3.030,0.00,0.00,13.29,3.600,11.67
SC,0.00,21.67,0.00,0.00,0.00,20.90,0.00,19.22
TOTAL,2.330,20.01,4.630,0.00,0.00,18.27,5.130,17.97
