AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,0.00,0.00,0.00,22.73,0.00,17.77
25-29,0.00,14.29,0.00,0.00,0.00,20.69,0.00,17.69
30-34,0.00,18.18,0.00,0.00,0.00,28.45,33.33,27.48
35-39,0.00,20.00,0.00,0.00,0.00,33.06,20.00,31.85
40-44,0.00,16.67,0.00,0.00,0.00,27.59,0.00,26.45
45-49,0.00,0.00,0.00,0.00,0.00,36.09,0.00,32.28
50-54,0.00,17.65,0.00,0.00,0.00,29.30,33.33,28.33
55-59,0.00,13.64,0.00,0.00,0.00,41.94,0.00,37.16
60-64,0.00,44.44,0.00,0.00,0.00,39.31,0.00,38.12
65-OVER,0.00,0.00,0.00,0.00,0.00,42.09,20.00,40.09
TOTAL,0.00,12.70,0.00,0.00,0.00,33.98,5.950,31.19
