AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,3.330,2.620,5.510,0.00,1.200,4.830,3.120,4.540
25-29,2.500,2.090,5.750,0.00,2.040,3.720,2.400,3.820
30-34,0.00,3.250,7.090,20.00,2.630,5.600,5.260,5.680
35-39,3.570,4.680,5.700,50.00,3.030,6.940,5.320,6.380
40-44,2.630,7.360,4.210,33.33,0.00,8.550,7.480,7.780
45-49,5.560,8.650,5.330,0.00,10.71,10.62,5.760,9.460
50-54,9.090,11.43,3.850,0.00,12.50,12.53,6.530,11.09
55-59,7.140,12.03,5.820,0.00,6.670,16.07,6.570,14.36
60-64,0.00,22.56,4.890,0.00,4.550,22.63,8.180,20.35
65-OVER,11.59,29.45,5.030,0.00,11.54,27.25,11.65,25.58
TOTAL,5.360,12.15,5.510,7.140,4.230,14.93,5.590,12.48
