AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.00,0.00,0.00,0.00,5.60,1.59,4.26
25-29,0.00,3.92,0.00,0.00,0.00,5.20,5.71,5.03
30-34,0.00,2.27,0.00,0.00,0.00,6.67,8.33,6.24
35-39,0.00,3.70,0.00,0.00,0.00,11.65,0.00,10.04
40-44,0.00,7.27,0.00,0.00,0.00,15.73,8.33,14.42
45-49,0.00,14.89,0.00,0.00,50.00,15.49,10.00,15.10
50-54,0.00,7.32,66.67,0.00,25.00,20.62,12.50,18.85
55-59,0.00,6.76,0.00,100.0,0.00,26.54,16.67,23.99
60-64,0.00,19.74,0.00,0.00,100.0,29.25,18.18,27.33
65-OVER,20.00,23.12,25.00,100.0,0.00,37.87,17.65,35.50
TOTAL,4.35,11.25,8.57,16.67,13.64,20.61,7.99,18.79
