AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,0.970,0.00,0.00,0.00,8.000,2.670,4.250
25-29,0.00,2.670,0.00,0.00,0.00,7.590,11.76,6.000
30-34,0.00,5.440,0.00,0.00,0.00,5.200,0.00,4.900
35-39,0.00,10.07,0.00,0.00,0.00,5.670,3.450,7.120
40-44,0.00,10.85,0.00,0.00,0.00,12.07,2.940,10.59
45-49,0.00,16.79,0.00,0.00,100.0,15.67,0.00,15.28
50-54,0.00,14.67,0.00,0.00,0.00,19.91,5.000,16.46
55-59,0.00,18.52,0.00,0.00,0.00,20.66,3.330,18.66
60-64,0.00,25.44,0.00,0.00,0.00,26.88,7.410,25.06
65-OVER,0.00,29.13,0.00,0.00,0.00,29.26,14.89,28.57
TOTAL,0.00,15.09,0.00,0.00,9.090,18.73,5.740,16.31
