PRECINCT NAME,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
AIR ACRES,11.90,17.24,4.72,0.00,6.67,14.08,8.33,13.13
ARNOLD MILL,8.57,5.61,7.56,0.00,15.38,19.86,10.15,18.15
AVERY,0.00,13.89,8.16,50.00,20.00,23.84,11.34,22.12
BALL GROUND,14.29,22.58,7.41,0.00,5.88,21.63,4.50,19.75
BASCOMB,7.89,22.63,10.20,100.0,8.70,16.29,7.56,15.51
BELLS,3.40,16.51,5.79,0.00,9.00,13.03,4.24,11.72
BOOTH,1.45,16.31,2.20,0.00,11.76,13.97,8.51,13.12
BRADSHAW,9.76,24.07,13.19,33.33,21.88,22.93,14.56,21.88
BRIDGEMILL,11.36,9.74,14.17,0.00,15.91,14.31,8.90,13.63
CANTON,13.64,11.55,7.41,10.00,16.36,20.58,10.12,17.89
CARMEL,3.85,6.10,2.58,0.00,7.69,14.18,6.60,11.12
WOODSTOCK,0.92,10.65,4.35,11.11,7.23,13.29,5.98,11.48
CLAYTON,0.00,10.24,4.84,0.00,4.76,19.75,8.18,17.77
CONNS CREEK,0.00,50.00,8.33,0.00,16.67,23.46,6.58,21.42
DEER RUN,6.38,12.90,7.04,20.00,5.41,15.82,7.24,14.22
DIXIE,3.85,9.76,4.03,0.00,6.33,13.79,5.99,11.89
FREEHOME,6.25,17.07,8.33,0.00,10.81,18.32,11.81,17.37
HICKORY FLAT,5.13,17.94,6.12,11.11,10.61,16.00,8.17,14.83
HIGHTOWER,5.56,20.00,11.54,0.00,10.00,20.83,8.93,19.24
HILLSIDE,13.04,30.95,12.50,0.00,4.55,16.66,7.66,16.10
HOLLY SPRINGS,9.09,5.51,3.16,0.00,14.81,17.89,5.38,15.29
KELLOGG,3.23,13.16,3.79,9.09,6.15,13.31,5.28,11.67
LIBERTY,6.10,10.51,3.16,11.11,7.32,11.81,5.69,10.48
LITTLE RIVER,4.72,15.50,3.77,0.00,4.49,14.26,7.92,12.85
MACEDONIA,10.20,18.42,12.77,0.00,7.14,21.94,15.61,20.74
MOUNTAIN ROAD,5.00,23.64,5.56,0.00,19.23,20.85,11.34,19.57
OAK GROVE,7.14,10.37,0.97,33.33,16.13,14.88,4.83,13.03
R M MOORE,14.29,25.81,2.44,0.00,25.00,25.40,10.12,23.66
R T JONES,22.22,6.44,0.62,50.00,7.69,23.89,3.50,17.95
ROSECREEK,0.00,23.64,6.12,0.00,27.59,18.52,8.81,17.41
SALACOA,50.00,0.00,9.09,0.00,12.50,27.47,22.95,26.39
SIXES,11.43,22.22,3.64,0.00,7.14,17.84,8.40,16.61
SUTALLEE,0.00,8.11,4.17,0.00,14.29,19.52,9.62,18.01
TEASLEY,8.86,12.33,4.88,0.00,14.29,16.14,10.98,14.94
TOONIGH,6.78,10.28,5.49,7.14,10.61,15.08,8.47,13.63
UNION HILL,3.57,5.00,2.86,100.0,6.06,21.74,10.75,19.87
UNIVETER,12.90,11.26,3.85,33.33,12.12,19.84,7.04,17.89
VICTORIA,8.33,15.00,4.69,0.00,16.67,17.48,8.91,16.19
WALESKA,10.00,3.70,7.41,0.00,26.67,25.81,14.17,24.15
WILDCAT,0.00,8.91,8.08,66.67,3.33,16.37,9.03,15.00
WOODLANDS,8.79,20.09,10.48,0.00,4.35,14.16,8.56,13.43
NEESE,2.80,13.16,6.58,0.00,10.68,14.43,6.65,12.93
TOTAL,6.21,13.02,5.69,9.64,10.41,17.36,8.31,15.61
