AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,0.00,1.270,0.00,0.00,0.00,8.140,3.850,5.410
25-29,0.00,0.00,0.00,0.00,0.00,5.440,0.00,3.120
30-34,0.00,2.380,0.00,0.00,0.00,3.240,0.00,2.740
35-39,0.00,4.230,0.00,0.00,0.00,8.770,0.00,6.680
40-44,0.00,9.090,0.00,0.00,0.00,9.470,10.00,9.200
45-49,0.00,6.600,0.00,0.00,33.33,8.410,0.00,7.730
50-54,50.00,8.890,0.00,0.00,0.00,15.13,0.00,13.09
55-59,0.00,16.27,20.00,0.00,0.00,24.79,16.67,21.81
60-64,0.00,19.62,0.00,0.00,0.00,22.92,7.690,21.25
65-OVER,33.33,22.09,25.00,0.00,40.00,29.31,17.24,27.47
TOTAL,7.690,10.93,4.760,0.00,14.29,17.73,5.450,15.22
