PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
RK,12.84,21.91,0.00,18.07
RL,15.11,22.44,0.00,19.16
RM,14.34,24.21,0.00,19.93
RN,27.11,35.89,0.00,32.10
SA,26.78,31.11,0.00,29.06
SB,22.56,25.97,0.00,24.43
SC,12.92,19.03,0.00,16.36
SD,16.79,24.08,0.00,20.94
SE,14.25,15.52,0.00,14.91
SF,17.18,18.52,0.00,17.82
SG,20.02,35.29,0.00,28.43
SH,29.20,32.08,0.00,30.71
SI,5.660,5.530,0.00,5.580
SJ,5.230,6.790,0.00,6.120
SK,20.13,25.43,0.00,23.16
SL,6.340,11.08,0.00,9.190
SM,22.60,31.03,0.00,27.32
SN,28.15,34.34,0.00,31.51
SO,13.09,20.01,0.00,17.23
SP,8.970,15.77,0.00,12.76
SQ,14.35,17.86,0.00,16.40
SR,10.28,19.47,0.00,15.33
SS,21.85,32.03,0.00,27.50
ST,16.89,23.84,0.00,20.70
SU,14.52,22.63,0.00,19.02
SV,14.47,21.85,0.00,18.55
TA,14.44,22.09,0.00,18.63
TC,11.27,27.11,0.00,19.65
TF,25.40,29.99,0.00,27.85
TG,24.24,24.32,0.00,24.27
TH,18.85,22.43,0.00,20.85
VB,19.87,23.79,0.00,22.05
WA,12.11,19.24,0.00,16.09
WB,27.53,34.48,0.00,31.47
WD,11.99,16.67,0.00,14.86
WF,30.78,37.02,0.00,34.17
WG,12.13,19.93,0.00,16.51
WI,17.54,22.25,0.00,20.03
WJ,12.73,15.45,0.00,14.14
WK,9.350,15.10,0.00,12.56
WL,23.74,25.74,0.00,24.79
WN,21.46,27.94,0.00,24.98
YA,22.86,31.13,0.00,27.54
TOTAL,16.83,21.65,1.100,19.47
