PRECINCT NAME,MALE,FEMALE,UNKNOWN,TOTAL
88888,0.00,0.00,0.00,0.00
99999,0.00,0.00,0.00,0.00
AA,18.00,26.08,0.00,22.28
AB,16.72,15.76,0.00,16.23
AD,24.49,25.34,100.0,24.96
AE,31.03,38.28,0.00,35.09
AF,8.930,17.02,0.00,13.39
AG,23.85,23.10,0.00,23.45
AH,17.87,17.69,0.00,17.77
AI,22.73,30.44,0.00,27.13
BB,23.90,31.35,0.00,27.88
BC,19.56,16.17,0.00,17.91
BD,26.67,29.79,0.00,28.33
BE,13.03,14.34,0.00,13.69
BF,18.12,20.93,0.00,19.64
BG,19.01,18.22,0.00,18.58
BH,19.57,23.63,0.00,21.74
BI,16.01,16.58,0.00,16.31
BJ,20.15,27.73,0.00,24.33
BL,19.01,26.59,0.00,23.06
BM,12.74,17.06,0.00,15.17
BR,21.06,27.60,0.00,24.32
CA,15.49,19.44,0.00,17.65
CB,16.65,23.39,0.00,20.42
CC,6.060,13.83,0.00,10.36
CD,15.76,26.83,0.00,21.98
CE,13.85,17.61,0.00,15.60
CF,16.96,22.62,0.00,20.28
CG,17.14,26.34,0.00,22.46
CH,14.09,17.79,0.00,16.13
CI,30.41,36.01,50.00,33.66
CJ,17.12,21.16,0.00,19.45
CK,7.020,11.38,0.00,9.390
CL,16.33,22.78,0.00,19.99
CM,11.11,17.51,0.00,14.83
CN,16.61,20.42,0.00,18.63
CO,13.04,12.37,0.00,12.70
CP,17.02,26.48,0.00,22.25
CQ,11.07,16.83,0.00,14.26
CR,13.10,18.22,0.00,15.95
CS,17.52,24.65,0.00,21.49
CT,3.310,3.930,0.00,3.600
CU,8.350,10.05,0.00,9.220
CV,29.23,32.35,0.00,30.95
CW,25.73,28.53,0.00,27.23
CZ,18.72,19.42,0.00,19.09
DA,11.78,11.94,0.00,11.85
DB,16.89,19.03,0.00,17.97
DC,13.02,15.25,0.00,14.08
DE,15.98,23.53,0.00,19.91
DF,13.88,13.84,0.00,13.86
DG,23.65,26.70,0.00,25.27
DH,17.84,17.54,0.00,17.63
DI,23.91,22.38,0.00,23.11
EA,17.96,25.74,0.00,22.30
EC,25.91,29.50,0.00,27.75
EE,28.69,34.11,0.00,31.56
EF,21.00,24.74,0.00,23.03
EG,20.73,23.06,0.00,21.98
ER,10.78,12.24,0.00,11.63
FA,6.770,11.80,0.00,9.730
FB,34.19,41.59,0.00,37.88
FC,13.62,21.12,0.00,17.83
FE,21.99,30.75,0.00,26.93
FG,16.09,27.04,0.00,22.60
FJ,13.05,18.81,0.00,16.19
FK,14.39,27.74,0.00,21.86
FL,9.300,16.85,0.00,13.71
FM,13.12,17.94,0.00,15.73
GA,26.91,25.98,0.00,26.32
GB,15.42,20.46,0.00,18.17
GC,16.11,21.03,0.00,18.79
GD,10.40,11.95,0.00,11.25
GF,9.230,15.02,0.00,12.56
HA,11.83,17.65,0.00,15.01
HB,17.95,19.01,0.00,18.52
HC,23.94,23.98,0.00,23.96
HF,14.66,16.48,0.00,15.66
HG,32.14,32.36,0.00,32.25
HH,15.20,23.01,0.00,19.62
HI,15.92,14.72,0.00,15.29
IA,13.85,18.68,0.00,16.45
IB,9.780,13.20,0.00,11.43
JA,25.13,26.58,0.00,25.87
JB,12.49,16.19,0.00,14.40
KA,14.63,22.70,0.00,19.06
KB,26.23,25.24,0.00,25.67
KC,22.07,36.35,0.00,29.61
KD,23.55,27.06,0.00,25.48
KE,13.39,21.36,0.00,17.75
KG,22.57,25.92,0.00,24.30
LA,27.79,30.37,0.00,29.12
LB,20.78,23.21,0.00,22.06
LC,12.34,14.29,0.00,13.29
LD,8.740,14.27,0.00,12.16
LE,23.73,26.67,0.00,25.28
LH,7.490,16.11,0.00,12.57
LV,29.04,32.31,0.00,30.73
MA,14.74,21.96,0.00,18.73
MB,15.68,21.82,0.00,18.84
MC,9.390,15.06,0.00,12.76
MD,12.26,21.57,0.00,17.17
ME,17.13,21.19,0.00,19.37
MF,17.81,24.89,0.00,21.86
MG,25.58,31.22,0.00,28.76
MH,31.14,31.80,0.00,31.49
MI,7.130,11.23,0.00,9.540
MJ,9.770,9.720,0.00,9.740
MK,16.92,18.61,0.00,17.87
ML,13.37,20.55,0.00,17.21
MN,7.540,11.90,0.00,9.940
MO,8.510,14.66,0.00,11.86
MP,16.15,25.25,0.00,21.10
MQ,20.33,23.98,0.00,22.22
MR,23.48,36.27,0.00,30.33
MS,23.52,24.96,0.00,24.28
MT,21.42,27.07,0.00,24.30
MU,18.95,22.59,0.00,20.82
MV,22.91,29.24,0.00,26.44
MW,16.54,19.81,0.00,18.49
MZ,6.780,12.06,0.00,9.980
NB,13.13,16.91,0.00,15.30
NC,14.31,19.38,0.00,17.10
ND,27.15,30.46,0.00,28.93
NF,15.81,14.08,0.00,14.90
OA,22.14,24.11,0.00,23.14
OB,11.13,12.02,0.00,11.54
OK,26.80,33.68,0.00,30.49
OV,13.27,23.56,0.00,19.14
PA,9.260,16.61,0.00,13.30
PB,12.54,14.75,0.00,13.83
PC,13.41,20.34,0.00,17.24
PE,32.20,41.19,0.00,38.07
PF,8.480,10.31,0.00,9.460
PG,26.86,31.20,0.00,29.36
PH,19.97,26.50,0.00,23.46
PI,9.050,13.22,0.00,11.45
PN,11.23,15.32,0.00,13.48
PR,12.33,19.53,0.00,16.76
RA,18.82,26.95,0.00,23.49
RC,13.18,21.97,0.00,18.00
RD,23.64,30.20,0.00,27.22
RE,8.060,13.45,0.00,11.10
RF,13.93,19.63,0.00,17.17
RG,9.920,14.97,0.00,12.75
RH,11.73,21.47,0.00,17.22
RI,22.92,27.29,0.00,25.36
RJ,16.45,24.36,0.00,20.58
