AGE GROUP,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
18-24,3.120,1.940,2.990,0.00,5.560,5.850,2.380,3.960
25-29,0.00,2.140,2.220,0.00,4.760,4.770,2.690,3.470
30-34,0.00,3.080,0.00,0.00,0.00,6.030,4.930,4.650
35-39,4.350,5.770,3.030,0.00,4.170,9.200,6.110,7.590
40-44,5.560,7.330,0.00,0.00,13.33,10.90,4.230,9.110
45-49,3.570,10.63,7.140,0.00,18.18,14.73,12.11,13.09
50-54,3.330,13.72,12.20,33.33,6.250,19.38,7.140,16.65
55-59,0.00,17.28,10.53,0.00,6.670,24.23,11.18,21.17
60-64,0.00,23.06,28.57,0.00,12.50,29.91,15.75,27.06
65-OVER,6.980,27.00,11.76,33.33,13.64,34.38,18.80,32.05
TOTAL,2.940,11.28,6.070,8.700,7.000,19.60,7.250,15.88
