ELECTION TYPE/YEAR,MALE,FEMALE,UNKNOWN,TOTAL
2016 Presidential Primary,26.42,32.46,0.00,29.96
2016 Primary,11.38,11.95,0.00,11.71
2016 Primary Runoff,1.70,1.20,0.00,1.41
2016 General,52.67,63.12,0.00,58.76
2018 Primary,16.20,17.81,0.00,17.15
2018 Primary Runoff,6.63,7.83,0.00,7.34
2018 General,51.98,62.39,100.0,58.11
