ELECTION TYPE/YEAR,ASIA-PI,BLACK,HISP-LT,NATIVE-AM,OTHER,WHITE,UNKNOWN,TOTAL
2016 Presidential Primary,20.00,25.16,0.00,0.00,100.0,41.98,25.00,36.91
2016 Primary,0.00,8.58,0.00,0.00,100.0,23.79,2.78,19.22
2016 Primary Runoff,0.00,0.33,0.00,0.00,0.00,11.89,0.00,8.42
2016 General,80.00,58.77,0.00,0.00,66.67,70.61,46.15,66.56
2018 Primary,0.00,13.50,0.00,0.00,20.00,20.03,5.08,17.47
2018 Primary Runoff,0.00,3.66,0.00,0.00,40.00,17.75,1.75,13.45
2018 General,66.67,54.15,40.00,0.00,77.78,67.64,32.14,62.66
