,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,66.67,37.06,66.67,66.67,66.67,38.75,66.67,38.09
1,0.0,46.88,0.0,0.0,0.0,47.68,0.0,47.28
2,0.0,32.66,0.0,0.0,0.0,35.71,0.0,34.44
3,0.0,6.5,0.0,0.0,0.0,9.31,0.0,7.94
4,100.0,44.47,100.0,100.0,100.0,47.91,100.0,46.4
5,100.0,41.46,100.0,100.0,100.0,42.54,100.0,42.12
6,0.0,53.33,0.0,0.0,0.0,58.48,0.0,56.04
7,42.86,36.92,42.86,42.86,42.86,40.7,42.86,39.1
8,,54.21,,,,64.47,,59.96
9,,54.22,,,,54.52,,54.37
10,,38.73,,,,41.14,,40.03
11,,0.0,,,,0.0,,0.0
12,0.0,40.15,0.0,0.0,0.0,42.95,0.0,41.7
13,,0.0,,,,0.0,,0.0
14,31.03,40.26,31.03,31.03,31.03,42.86,31.03,41.69
