,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,21.15,47.0,0.0
1,OTHER,50.0,36.36,0.0
2,NATIVE-AM,100.0,0.0,0.0
3,HISP-LT,50.0,0.0,0.0
4,ASIA-PI,100.0,0.0,0.0
5,WHITE,69.23,68.09,0.0
6,BLACK,51.07,66.17,0.0
