,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,79.17,55.24,79.17,79.17,79.17,57.48,79.17,56.51
1,68.75,59.53,68.75,68.75,68.75,61.04,68.75,60.3
2,70.0,59.75,70.0,70.0,70.0,59.18,70.0,59.48
3,65.0,58.76,65.0,65.0,65.0,61.54,65.0,60.22
4,81.82,56.78,81.82,81.82,81.82,60.51,81.82,58.74
5,63.64,52.51,63.64,63.64,63.64,53.09,63.64,52.87
6,50.0,63.93,50.0,50.0,50.0,65.08,50.0,64.49
7,60.42,62.14,60.42,60.42,60.42,63.04,60.42,62.6
8,,0.0,,,,,,0.0
9,60.0,61.03,60.0,60.0,60.0,61.68,60.0,61.36
10,52.78,58.77,52.78,52.78,52.78,60.55,52.78,59.69
11,60.0,60.93,60.0,60.0,60.0,61.04,60.0,60.98
12,51.06,62.52,51.06,51.06,51.06,63.17,51.06,62.81
13,75.86,64.6,75.86,75.86,75.86,62.2,75.86,63.4
14,78.26,62.22,78.26,78.26,78.26,62.89,78.26,62.6
15,58.33,60.31,58.33,58.33,58.33,61.55,58.33,60.95
16,,0.0,,,,0.0,,0.0
17,62.67,60.6,62.67,62.67,62.67,61.51,62.67,61.08
