,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,50.0,56.88,50.0,50.0,50.0,55.12,50.0,55.97
1,100.0,54.86,100.0,100.0,100.0,54.29,100.0,54.58
2,100.0,47.43,100.0,100.0,100.0,50.18,100.0,48.92
3,33.33,42.76,33.33,33.33,33.33,46.79,33.33,44.85
4,,0.0,,,,,,0.0
5,12.5,41.54,12.5,12.5,12.5,41.98,12.5,41.72
6,66.67,62.02,66.67,66.67,66.67,60.9,66.67,61.44
7,0.0,57.46,0.0,0.0,0.0,58.69,0.0,58.04
8,62.5,59.61,62.5,62.5,62.5,58.83,62.5,59.2
9,,0.0,,,,0.0,,0.0
10,0.0,40.02,0.0,0.0,0.0,44.02,0.0,42.2
11,44.12,52.42,44.12,44.12,44.12,52.81,44.12,52.61
