,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,54.29,51.23,0.0
1,OTHER,65.59,65.26,0.0
2,NATIVE-AM,50.0,40.0,0.0
3,HISP-LT,73.91,61.67,0.0
4,ASIA-PI,53.89,55.26,50.0
5,WHITE,63.38,63.09,0.0
6,BLACK,61.16,73.71,0.0
