,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,,0.0,,,,,,0.0
1,75.0,62.52,75.0,75.0,75.0,66.32,75.0,64.57
2,42.86,61.69,42.86,42.86,42.86,67.72,42.86,64.69
3,0.0,26.06,0.0,0.0,0.0,41.88,0.0,33.95
4,33.33,56.49,33.33,33.33,33.33,51.83,33.33,53.89
5,46.15,59.34,46.15,46.15,46.15,67.11,46.15,63.16
6,0.0,24.25,0.0,0.0,0.0,33.61,0.0,28.51
7,16.67,40.45,16.67,16.67,16.67,53.5,16.67,47.12
8,0.0,32.64,0.0,0.0,0.0,51.59,0.0,43.01
9,,0.0,,,,,,0.0
10,30.0,30.14,30.0,30.0,30.0,50.6,30.0,41.68
11,0.0,30.56,0.0,0.0,0.0,46.05,0.0,39.22
12,0.0,21.73,0.0,0.0,0.0,35.29,0.0,29.9
13,40.0,34.25,40.0,40.0,40.0,48.63,40.0,41.97
14,66.67,40.57,66.67,66.67,66.67,49.88,66.67,45.05
15,66.67,55.41,66.67,66.67,66.67,55.87,66.67,55.63
16,21.05,23.56,21.05,21.05,21.05,36.98,21.05,28.27
17,50.0,49.85,50.0,50.0,50.0,49.82,50.0,49.83
18,66.67,49.52,66.67,66.67,66.67,53.74,66.67,51.76
19,25.0,64.42,25.0,25.0,25.0,67.71,25.0,66.05
20,50.0,56.33,50.0,50.0,50.0,59.06,50.0,57.67
21,100.0,46.67,100.0,100.0,100.0,50.52,100.0,48.76
22,50.0,57.11,50.0,50.0,50.0,59.91,50.0,58.52
23,50.0,52.53,50.0,50.0,50.0,57.48,50.0,54.66
24,62.5,54.78,62.5,62.5,62.5,55.6,62.5,55.17
25,69.57,53.64,69.57,69.57,69.57,53.86,69.57,53.78
26,33.33,51.74,33.33,33.33,33.33,48.81,33.33,50.52
27,20.0,45.69,20.0,20.0,20.0,55.91,20.0,50.48
28,33.33,49.46,33.33,33.33,33.33,52.22,33.33,50.51
29,0.0,24.54,0.0,0.0,0.0,33.11,0.0,28.94
30,0.0,25.0,0.0,0.0,0.0,26.67,0.0,25.6
31,11.11,32.71,11.11,11.11,11.11,42.35,11.11,37.51
32,20.0,31.35,20.0,20.0,20.0,33.13,20.0,32.24
33,27.27,28.45,27.27,27.27,27.27,38.56,27.27,33.39
34,28.57,46.84,28.57,28.57,28.57,51.06,28.57,48.56
35,28.57,32.95,28.57,28.57,28.57,37.54,28.57,35.5
36,0.0,30.02,0.0,0.0,0.0,37.67,0.0,33.64
37,36.84,32.22,36.84,36.84,36.84,33.74,36.84,32.85
38,50.0,26.85,50.0,50.0,50.0,36.0,50.0,30.97
39,33.33,41.25,33.33,33.33,33.33,59.28,33.33,48.22
40,35.71,26.85,35.71,35.71,35.71,35.56,35.71,31.32
41,40.91,43.89,40.91,40.91,40.91,42.74,40.91,43.3
42,,44.44,,,,40.0,,42.11
43,0.0,34.2,0.0,0.0,0.0,45.88,0.0,40.05
44,20.0,35.8,20.0,20.0,20.0,43.8,20.0,39.47
45,50.0,32.96,50.0,50.0,50.0,42.6,50.0,37.87
46,39.39,29.85,39.39,39.39,39.39,31.79,39.39,31.31
47,,22.22,,,,35.44,,28.75
48,28.57,34.7,28.57,28.57,28.57,48.2,28.57,41.74
49,33.33,27.71,33.33,33.33,33.33,49.86,33.33,36.99
50,0.0,23.89,0.0,0.0,0.0,41.29,0.0,31.82
51,0.0,11.44,0.0,0.0,0.0,23.72,0.0,14.83
52,12.5,21.57,12.5,12.5,12.5,19.4,12.5,20.22
53,25.0,39.15,25.0,25.0,25.0,52.97,25.0,46.43
54,0.0,39.29,0.0,0.0,0.0,49.39,0.0,44.27
55,0.0,23.94,0.0,0.0,0.0,37.8,0.0,31.14
56,22.22,38.96,22.22,22.22,22.22,52.21,22.22,46.02
57,40.0,35.26,40.0,40.0,40.0,52.45,40.0,44.56
58,12.5,27.93,12.5,12.5,12.5,41.66,12.5,35.16
59,16.0,22.73,16.0,16.0,16.0,27.76,16.0,24.08
60,16.67,35.44,16.67,16.67,16.67,50.7,16.67,43.38
61,0.0,36.64,0.0,0.0,0.0,47.99,0.0,41.73
62,75.0,57.93,75.0,75.0,75.0,62.65,75.0,60.32
63,72.73,57.27,72.73,72.73,72.73,62.99,72.73,60.14
64,20.0,37.17,20.0,20.0,20.0,47.68,20.0,42.61
65,33.33,37.25,33.33,33.33,33.33,34.15,33.33,35.83
66,0.0,12.76,0.0,0.0,0.0,25.33,0.0,18.18
67,0.0,53.45,0.0,0.0,0.0,60.0,0.0,56.54
68,50.0,54.57,50.0,50.0,50.0,63.69,50.0,59.01
69,21.43,38.19,21.43,21.43,21.43,44.01,21.43,41.22
70,100.0,58.16,100.0,100.0,100.0,61.3,100.0,59.9
71,73.91,60.57,73.91,73.91,73.91,63.86,73.91,62.19
72,80.0,52.94,80.0,80.0,80.0,54.63,80.0,53.71
73,40.0,54.05,40.0,40.0,40.0,57.15,40.0,55.57
74,,60.0,,,,59.78,,59.9
75,41.67,47.48,41.67,41.67,41.67,48.69,41.67,48.03
76,44.44,65.28,44.44,44.44,44.44,65.0,44.44,65.08
77,33.33,66.67,33.33,33.33,33.33,70.69,33.33,68.62
78,100.0,66.22,100.0,100.0,100.0,68.64,100.0,67.46
79,100.0,47.66,100.0,100.0,100.0,52.68,100.0,50.3
80,50.0,47.04,50.0,50.0,50.0,43.03,50.0,45.02
81,62.5,53.55,62.5,62.5,62.5,62.94,62.5,57.64
82,42.11,54.03,42.11,42.11,42.11,56.5,42.11,55.28
83,33.33,69.9,33.33,33.33,33.33,71.95,33.33,70.91
84,18.18,56.02,18.18,18.18,18.18,56.16,18.18,56.0
85,47.06,47.1,47.06,47.06,47.06,51.0,47.06,49.06
86,85.71,59.32,85.71,85.71,85.71,58.94,85.71,59.2
87,66.67,57.91,66.67,66.67,66.67,62.4,66.67,60.28
88,100.0,66.63,100.0,100.0,100.0,67.2,100.0,66.98
89,54.55,53.6,54.55,54.55,54.55,57.5,54.55,55.68
90,40.0,44.29,40.0,40.0,40.0,47.17,40.0,45.83
91,100.0,44.66,100.0,100.0,100.0,46.03,100.0,45.51
92,66.67,60.31,66.67,66.67,66.67,62.47,66.67,61.5
93,60.0,61.81,60.0,60.0,60.0,64.91,60.0,63.42
94,60.0,65.55,60.0,60.0,60.0,66.15,60.0,65.85
95,50.0,69.24,50.0,50.0,50.0,70.56,50.0,69.87
96,71.43,70.7,71.43,71.43,71.43,72.13,71.43,71.44
97,50.0,73.64,50.0,50.0,50.0,74.23,50.0,73.89
98,85.71,51.99,85.71,85.71,85.71,52.43,85.71,52.32
99,66.67,68.79,66.67,66.67,66.67,68.15,66.67,68.42
100,71.43,68.12,71.43,71.43,71.43,68.87,71.43,68.52
101,0.0,58.17,0.0,0.0,0.0,61.86,0.0,60.19
102,47.06,55.48,47.06,47.06,47.06,57.85,47.06,56.77
103,60.0,66.43,60.0,60.0,60.0,65.55,60.0,65.95
104,66.67,69.33,66.67,66.67,66.67,71.53,66.67,70.45
105,50.0,58.88,50.0,50.0,50.0,62.23,50.0,60.9
106,75.0,47.53,75.0,75.0,75.0,52.49,75.0,49.89
107,61.54,54.34,61.54,61.54,61.54,59.69,61.54,57.24
108,25.0,30.85,25.0,25.0,25.0,44.76,25.0,38.41
109,22.22,38.74,22.22,22.22,22.22,52.56,22.22,46.45
110,0.0,31.63,0.0,0.0,0.0,46.08,0.0,39.0
111,33.33,38.01,33.33,33.33,33.33,50.98,33.33,44.89
112,37.5,60.08,37.5,37.5,37.5,64.75,37.5,62.61
113,54.55,56.34,54.55,54.55,54.55,57.48,54.55,56.93
114,55.56,47.59,55.56,55.56,55.56,54.73,55.56,50.96
115,0.0,27.72,0.0,0.0,0.0,44.28,0.0,35.6
116,17.39,25.81,17.39,17.39,17.39,43.61,17.39,36.05
117,50.0,62.83,50.0,50.0,50.0,66.23,50.0,64.58
