,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,43.33,47.92,0.0
1,OTHER,23.08,54.55,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,52.38,47.62,0.0
4,ASIA-PI,31.82,45.0,0.0
5,WHITE,53.23,57.21,100.0
6,BLACK,43.75,56.9,75.0
