,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,43.78,31.34,43.78,43.78,43.78,40.72,43.78,36.28
1,46.6,39.32,46.6,46.6,46.6,47.64,46.6,43.87
2,50.0,47.19,50.0,50.0,50.0,55.69,50.0,51.9
3,54.72,53.82,54.72,54.72,54.72,61.08,54.72,57.84
4,66.51,59.34,66.51,66.51,66.51,64.96,66.51,62.41
5,67.34,63.55,67.34,67.34,67.34,67.71,67.34,65.75
6,67.34,66.62,67.34,67.34,67.34,68.51,67.34,67.62
7,64.47,68.77,64.47,64.47,64.47,69.25,64.47,69.01
8,60.82,69.7,60.82,60.82,60.82,66.29,60.82,67.82
9,58.25,56.31,58.25,58.25,58.25,60.53,58.25,58.59
