,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,25.0,30.73,25.0,25.0,25.0,37.8,25.0,34.63
1,50.0,42.2,50.0,50.0,50.0,47.24,50.0,45.07
2,25.0,48.24,25.0,25.0,25.0,55.25,25.0,52.04
3,0.0,53.54,0.0,0.0,0.0,59.34,0.0,56.81
4,50.0,57.24,50.0,50.0,50.0,61.94,50.0,59.83
5,33.33,62.45,33.33,33.33,33.33,65.01,33.33,63.82
6,50.0,64.19,50.0,50.0,50.0,68.02,50.0,66.27
7,100.0,68.88,100.0,100.0,100.0,71.76,100.0,70.47
8,100.0,70.49,100.0,100.0,100.0,68.09,100.0,69.12
9,45.83,58.21,45.83,45.83,45.83,61.18,45.83,59.86
