,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,28.23,31.73,0.0
1,OTHER,33.33,43.75,0.0
2,NATIVE-AM,23.08,61.54,0.0
3,HISP-LT,40.26,41.96,0.0
4,ASIA-PI,45.45,36.96,0.0
5,WHITE,61.97,60.89,0.0
6,BLACK,34.07,59.34,0.0
