,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,16.67,51.51,16.67,16.67,16.67,55.48,16.67,53.43
1,0.0,55.92,0.0,0.0,0.0,64.77,0.0,60.35
2,,58.97,,,,66.82,,63.11
3,,57.6,,,,57.46,,57.53
4,,43.06,,,,50.88,,47.06
5,,54.42,,,,61.4,,57.93
6,,56.85,,,,68.15,,62.28
7,,53.5,,,,56.77,,55.31
8,,62.07,,,,67.97,,65.43
9,100.0,48.82,100.0,100.0,100.0,58.61,100.0,53.65
10,,60.41,,,,64.29,,62.47
11,,55.19,,,,66.04,,60.7
12,0.0,49.0,0.0,0.0,0.0,56.82,0.0,53.49
13,33.33,60.34,33.33,33.33,33.33,63.42,33.33,62.0
14,,44.44,,,,54.78,,50.58
15,,0.0,,,,0.0,,0.0
16,25.0,53.73,25.0,25.0,25.0,59.41,25.0,56.76
