,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,28.2,35.08,0.0
1,OTHER,38.5,43.95,0.0
2,NATIVE-AM,33.82,36.11,0.0
3,HISP-LT,35.37,41.8,50.0
4,ASIA-PI,36.35,44.22,20.0
5,WHITE,64.2,64.63,33.33
6,BLACK,46.44,61.1,26.19
