,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,20.83,24.09,20.83,20.83,20.83,37.73,20.83,31.52
1,25.71,28.3,25.71,25.71,25.71,44.22,25.71,37.25
2,34.48,34.0,34.48,34.48,34.48,51.4,34.48,43.96
3,40.91,41.72,40.91,40.91,40.91,56.82,40.91,50.36
4,61.54,48.85,61.54,61.54,61.54,61.71,61.54,56.19
5,33.33,53.61,33.33,33.33,33.33,65.71,33.33,60.41
6,13.64,57.04,13.64,13.64,13.64,66.84,13.64,62.51
7,53.57,62.99,53.57,53.57,53.57,69.83,53.57,66.89
8,15.56,65.69,15.56,15.56,15.56,66.59,15.56,65.93
9,27.37,45.11,27.37,27.37,27.37,56.94,27.37,51.76
