PRECINCT NAME,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
COLW,68.07,0,57.69,56.67,0,33.33,100,0,0,0,0,60,100,0,0,0,0,70.79,67.22,0,50,0
FAIR,54.17,0,38.71,54.55,0,100,33.33,0,0,0,0,50,0,0,75,100,0,55.66,53.77,0,0,0
FLIN,56.88,0,54.17,33.33,0,50,50,0,50,0,0,54.55,11.11,0,33.33,0,0,56.38,59.64,0,33.33,0
HEMP,59.69,50,50,33.33,0,33.33,66.67,0,0,0,0,25,50,0,0,0,0,61.25,62,0,0,0
HOTH,60.87,0,43.33,46.43,100,0,100,0,0,0,0,0,33.33,0,0,0,0,61.31,62.57,0,0,100.00
MINE,61.36,100,41.82,48,0,66.67,0,0,66.67,75,0,100,57.14,0,100,0,0,61.92,62.86,0,100,0
MOBI,58.9,0,40.91,51.72,0,0,0,0,0,0,0,80,33.33,0,0,0,0,59.01,60.59,0,0,0
MORG,63.65,0,45.65,44.64,0,50,75,0,66.67,25,0,33.33,42.86,0,100,100,0,65.69,63.96,0,25,100.00
NOON,70.2,0,75.86,70.97,0,100,0,0,0,0,0,33.33,33.33,0,0,0,0,72.11,69.09,0,0,100.00
SKEN,72.09,0,25,40,0,0,0,0,0,0,0,0,0,0,0,0,0,69.7,77.56,0,0,0
SUGC,61.73,0,41.79,52.46,0,66.67,100,0,100,100,0,66.67,40,0,62.5,100,75,62.71,62.54,0,0,0
TOTAL,60.42,40.0,48.34,47.39,100.0,59.26,54.55,,47.06,37.5,,58.49,37.29,,56.76,38.46,50.0,60.94,61.91,,31.58,28.57
