,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,16.67,33.41,16.67,16.67,16.67,39.28,16.67,36.48
1,100.0,41.27,100.0,100.0,100.0,47.68,100.0,44.71
2,77.78,49.15,77.78,77.78,77.78,53.37,77.78,51.44
3,0.0,55.07,0.0,0.0,0.0,59.67,0.0,57.45
4,50.0,59.02,50.0,50.0,50.0,61.67,50.0,60.37
5,75.0,65.48,75.0,75.0,75.0,65.6,75.0,65.55
6,100.0,68.95,100.0,100.0,100.0,68.9,100.0,68.96
7,100.0,73.34,100.0,100.0,100.0,68.61,100.0,70.9
8,75.0,74.96,75.0,75.0,75.0,71.42,75.0,73.08
9,62.5,58.78,62.5,62.5,62.5,60.16,62.5,59.51
