,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,24.66,34.72,0.0
1,OTHER,33.33,77.78,0.0
2,NATIVE-AM,0.0,100.0,0.0
3,HISP-LT,47.37,43.75,0.0
4,ASIA-PI,100.0,37.5,0.0
5,WHITE,61.67,61.81,100.0
6,BLACK,50.0,47.37,0.0
