,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,28.57,50.57,28.57,28.57,28.57,56.91,28.57,54.04
1,77.78,60.34,77.78,77.78,77.78,63.66,77.78,62.17
2,100.0,67.23,100.0,100.0,100.0,71.75,100.0,69.69
3,42.86,41.09,42.86,42.86,42.86,51.46,42.86,46.69
4,33.33,37.45,33.33,33.33,33.33,47.06,33.33,42.68
5,44.44,34.38,44.44,44.44,44.44,47.82,44.44,41.87
6,53.85,43.68,53.85,53.85,53.85,49.33,53.85,46.73
7,37.5,40.2,37.5,37.5,37.5,44.06,37.5,42.29
8,42.31,51.27,42.31,42.31,42.31,56.22,42.31,53.81
9,60.0,60.22,60.0,60.0,60.0,64.28,60.0,62.41
10,66.67,55.16,66.67,66.67,66.67,64.52,66.67,60.34
11,16.67,64.56,16.67,16.67,16.67,66.69,16.67,65.56
12,28.57,48.89,28.57,28.57,28.57,56.28,28.57,53.03
13,0.0,55.8,0.0,0.0,0.0,61.55,0.0,58.89
14,66.67,55.79,66.67,66.67,66.67,62.61,66.67,59.53
15,30.0,55.79,30.0,30.0,30.0,59.66,30.0,57.83
16,66.67,63.19,66.67,66.67,66.67,68.95,66.67,66.36
17,57.14,57.17,57.14,57.14,57.14,61.88,57.14,59.7
18,57.14,56.81,57.14,57.14,57.14,57.06,57.14,56.94
19,54.55,59.44,54.55,54.55,54.55,65.87,54.55,62.75
20,,0.0,,,,0.0,,0.0
21,28.57,50.58,28.57,28.57,28.57,54.74,28.57,52.83
22,0.0,51.15,0.0,0.0,0.0,57.07,0.0,54.37
23,85.71,45.69,85.71,85.71,85.71,52.87,85.71,49.75
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,48.48,51.36,48.48,48.48,48.48,57.33,48.48,54.59
