,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,62.16,35.1,62.16,62.16,62.16,39.67,62.16,37.51
1,76.47,46.94,76.47,76.47,76.47,50.81,76.47,49.12
2,75.0,54.67,75.0,75.0,75.0,58.0,75.0,56.54
3,75.0,60.41,75.0,75.0,75.0,61.17,75.0,60.87
4,63.89,66.56,63.89,63.89,63.89,67.03,63.89,66.79
5,67.5,69.55,67.5,67.5,67.5,69.65,67.5,69.6
6,73.08,71.07,73.08,73.08,73.08,70.71,73.08,70.89
7,61.9,72.36,61.9,61.9,61.9,70.5,61.9,71.39
8,79.17,75.94,79.17,79.17,79.17,72.01,79.17,73.84
9,71.12,64.26,71.12,71.12,71.12,64.29,71.12,64.29
