,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,,0.0,,,,200.0,,100.0
1,0.0,66.72,0.0,0.0,0.0,67.86,0.0,67.27
2,66.67,65.4,66.67,66.67,66.67,65.17,66.67,65.28
3,0.0,62.63,0.0,0.0,0.0,65.64,0.0,64.23
4,100.0,61.68,100.0,100.0,100.0,65.63,100.0,63.78
5,33.33,66.8,33.33,33.33,33.33,66.8,33.33,66.76
6,75.0,67.03,75.0,75.0,75.0,64.44,75.0,65.71
7,,64.08,,,,61.66,,62.83
8,66.67,63.48,66.67,66.67,66.67,63.37,66.67,63.44
9,33.33,67.53,33.33,33.33,33.33,67.67,33.33,67.54
10,100.0,58.05,100.0,100.0,100.0,64.77,100.0,61.63
11,50.0,58.95,50.0,50.0,50.0,59.49,50.0,59.23
12,,67.77,,,,66.38,,67.04
13,54.17,64.54,54.17,54.17,54.17,64.96,54.17,64.75
