,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,60.0,32.02,60.0,60.0,60.0,37.39,60.0,34.99
1,25.0,42.57,25.0,25.0,25.0,47.68,25.0,45.38
2,25.0,50.74,25.0,25.0,25.0,53.08,25.0,51.99
3,0.0,53.75,0.0,0.0,0.0,57.17,0.0,55.58
4,100.0,61.19,100.0,100.0,100.0,64.57,100.0,63.06
5,33.33,62.93,33.33,33.33,33.33,65.08,33.33,64.02
6,100.0,65.23,100.0,100.0,100.0,70.6,100.0,68.13
7,,71.14,,,,75.68,,73.62
8,25.0,72.81,25.0,25.0,25.0,70.43,25.0,71.43
9,40.62,58.92,40.62,40.62,40.62,61.42,40.62,60.27
