,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,0.0,71.35,0.0,0.0,0.0,73.7,0.0,72.51
1,,71.69,,,,72.84,,72.29
2,0.0,65.81,0.0,0.0,0.0,69.64,0.0,67.84
3,,76.45,,,,76.76,,76.61
4,50.0,70.78,50.0,50.0,50.0,72.55,50.0,71.68
5,33.33,67.6,33.33,33.33,33.33,70.75,33.33,69.18
6,,,,,,0.0,,0.0
7,,0.0,,,,0.0,,0.0
8,25.0,69.38,25.0,25.0,25.0,71.88,25.0,70.65
