,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,57.14,43.36,57.14,57.14,57.14,45.65,57.14,44.52
1,50.0,48.48,50.0,50.0,50.0,53.58,50.0,51.26
2,50.0,58.69,50.0,50.0,50.0,59.89,50.0,59.32
3,37.5,51.91,37.5,37.5,37.5,53.46,37.5,52.71
4,33.33,59.61,33.33,33.33,33.33,57.52,33.33,58.49
5,40.0,52.73,40.0,40.0,40.0,55.59,40.0,54.12
6,66.67,55.52,66.67,66.67,66.67,54.87,66.67,55.19
7,100.0,61.6,100.0,100.0,100.0,63.65,100.0,62.66
8,0.0,57.86,0.0,0.0,0.0,57.4,0.0,57.6
9,66.67,55.51,66.67,66.67,66.67,60.81,66.67,58.25
10,100.0,64.69,100.0,100.0,100.0,63.69,100.0,64.2
11,50.0,60.16,50.0,50.0,50.0,60.41,50.0,60.28
12,66.67,58.8,66.67,66.67,66.67,60.9,66.67,59.82
13,0.0,42.31,0.0,0.0,0.0,44.8,0.0,43.66
14,0.0,52.02,0.0,0.0,0.0,55.06,0.0,53.57
15,,0.0,,,,0.0,,0.0
16,,0.0,,,,0.0,,0.0
17,46.27,53.3,46.27,46.27,46.27,54.94,46.27,54.15
