,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,49.06,48.13,0.0
1,OTHER,35.0,47.83,0.0
2,NATIVE-AM,50.0,0.0,0.0
3,HISP-LT,26.76,47.78,0.0
4,ASIA-PI,48.0,52.78,0.0
5,WHITE,57.75,56.53,50.0
6,BLACK,25.0,36.67,0.0
