,MALE,FEMALE,UNKNOWN,TOTAL VOTERS
0,71.35,73.7,0.0,72.51
1,71.69,72.84,,72.29
2,65.81,69.64,0.0,67.84
3,76.45,76.76,,76.61
4,70.78,72.55,50.0,71.68
5,67.6,70.75,33.33,69.18
6,,0.0,,0.0
7,0.0,0.0,,0.0
8,69.38,71.88,25.0,70.65
