,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,28.57,46.67,0.0
1,OTHER,75.0,inf,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,28.57,12.5,0.0
4,ASIA-PI,66.67,20.0,0.0
5,WHITE,61.65,65.06,0.0
6,BLACK,45.16,55.56,0.0
