,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,14.71,34.28,14.71,14.71,14.71,44.98,14.71,39.25
1,22.22,39.87,22.22,22.22,22.22,49.71,22.22,45.41
2,18.42,41.17,18.42,18.42,18.42,48.79,18.42,45.55
3,0.0,45.58,0.0,0.0,0.0,58.64,0.0,52.52
4,6.67,31.32,6.67,6.67,6.67,37.74,6.67,34.84
5,0.0,59.84,0.0,0.0,0.0,59.73,0.0,59.62
6,0.0,48.64,0.0,0.0,0.0,60.82,0.0,55.74
7,0.0,38.78,0.0,0.0,0.0,47.94,0.0,43.04
8,26.67,38.34,26.67,26.67,26.67,46.71,26.67,43.0
9,0.0,34.95,0.0,0.0,0.0,43.45,0.0,38.78
10,37.5,36.86,37.5,37.5,37.5,47.82,37.5,42.87
11,20.0,35.47,20.0,20.0,20.0,37.06,20.0,36.23
12,21.74,39.44,21.74,21.74,21.74,49.94,21.74,45.28
13,17.24,40.17,17.24,17.24,17.24,48.29,17.24,44.55
14,30.77,36.91,30.77,30.77,30.77,52.14,30.77,44.91
15,50.0,48.42,50.0,50.0,50.0,55.02,50.0,51.82
16,10.0,35.82,10.0,10.0,10.0,47.98,10.0,42.21
17,13.89,37.63,13.89,13.89,13.89,48.57,13.89,43.73
18,13.64,45.48,13.64,13.64,13.64,51.2,13.64,48.53
19,16.67,64.1,16.67,16.67,16.67,68.01,16.67,66.09
20,6.9,33.46,6.9,6.9,6.9,40.85,6.9,37.07
21,50.0,68.98,50.0,50.0,50.0,66.95,50.0,67.76
22,100.0,61.42,100.0,100.0,100.0,63.55,100.0,62.59
23,,77.88,,,,79.57,,78.74
24,17.65,43.7,17.65,17.65,17.65,52.62,17.65,48.87
25,40.0,60.02,40.0,40.0,40.0,59.3,40.0,59.58
26,20.0,41.56,20.0,20.0,20.0,45.92,20.0,43.71
27,37.5,58.32,37.5,37.5,37.5,65.4,37.5,62.05
28,33.33,51.85,33.33,33.33,33.33,58.3,33.33,55.24
29,31.25,58.01,31.25,31.25,31.25,65.07,31.25,61.79
30,14.0,32.08,14.0,14.0,14.0,42.28,14.0,37.87
31,21.05,45.65,21.05,21.05,21.05,56.67,21.05,51.75
32,13.79,56.5,13.79,13.79,13.79,65.84,13.79,61.4
33,34.78,58.74,34.78,34.78,34.78,66.22,34.78,62.69
34,14.71,46.53,14.71,14.71,14.71,57.31,14.71,52.41
35,11.76,47.73,11.76,11.76,11.76,58.17,11.76,53.15
36,13.51,44.63,13.51,13.51,13.51,56.25,13.51,51.09
37,20.0,38.61,20.0,20.0,20.0,46.42,20.0,42.89
38,0.0,39.31,0.0,0.0,0.0,50.7,0.0,45.79
39,28.57,37.63,28.57,28.57,28.57,50.25,28.57,44.62
40,30.0,52.44,30.0,30.0,30.0,61.56,30.0,57.5
41,23.81,40.74,23.81,23.81,23.81,49.63,23.81,45.58
42,18.52,49.67,18.52,18.52,18.52,55.36,18.52,52.59
43,14.29,44.36,14.29,14.29,14.29,54.13,14.29,49.75
44,14.71,45.72,14.71,14.71,14.71,51.34,14.71,48.59
45,25.0,51.95,25.0,25.0,25.0,62.91,25.0,57.92
46,0.0,55.28,0.0,0.0,0.0,60.61,0.0,58.1
47,50.0,61.97,50.0,50.0,50.0,67.01,50.0,64.69
48,33.33,52.2,33.33,33.33,33.33,55.46,33.33,53.87
49,28.57,44.5,28.57,28.57,28.57,49.84,28.57,47.41
50,33.33,54.16,33.33,33.33,33.33,56.78,33.33,55.54
51,33.33,58.54,33.33,33.33,33.33,61.91,33.33,60.37
52,37.5,41.23,37.5,37.5,37.5,47.44,37.5,44.69
53,,57.05,,,,70.62,,63.92
54,0.0,61.54,0.0,0.0,0.0,65.4,0.0,63.48
55,20.0,48.21,20.0,20.0,20.0,63.05,20.0,55.25
56,100.0,54.39,100.0,100.0,100.0,62.04,100.0,58.44
57,15.38,51.42,15.38,15.38,15.38,53.18,15.38,52.19
58,,8.66,,,,10.89,,9.65
59,23.08,50.27,23.08,23.08,23.08,56.32,23.08,53.29
60,22.22,57.79,22.22,22.22,22.22,62.28,22.22,60.01
61,50.0,54.25,50.0,50.0,50.0,63.05,50.0,59.11
62,28.57,58.12,28.57,28.57,28.57,62.18,28.57,60.02
63,11.76,45.87,11.76,11.76,11.76,50.75,11.76,48.09
64,50.0,57.48,50.0,50.0,50.0,60.15,50.0,58.86
65,0.0,52.83,0.0,0.0,0.0,66.23,0.0,59.79
66,,63.3,,,,69.68,,66.49
67,,0.0,,,,7.69,,4.35
68,,0.0,,,,4.76,,2.33
69,19.51,48.23,19.51,19.51,19.51,55.16,19.51,51.86
