,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,0.0,64.66,0.0,0.0,0.0,62.41,0.0,63.44
1,100.0,70.42,100.0,100.0,100.0,73.63,100.0,72.11
2,0.0,70.55,0.0,0.0,0.0,68.6,0.0,69.48
3,66.67,70.57,66.67,66.67,66.67,72.64,66.67,71.63
4,0.0,69.0,0.0,0.0,0.0,65.76,0.0,67.25
5,100.0,65.03,100.0,100.0,100.0,64.38,100.0,64.77
6,100.0,70.14,100.0,100.0,100.0,69.23,100.0,69.72
7,66.67,66.1,66.67,66.67,66.67,67.47,66.67,66.8
8,100.0,65.66,100.0,100.0,100.0,61.92,100.0,63.74
9,100.0,69.38,100.0,100.0,100.0,70.91,100.0,70.21
10,68.75,68.09,68.75,68.75,68.75,67.35,68.75,67.7
