,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,,31.63,,,,36.87,,34.22
1,0.0,41.92,0.0,0.0,0.0,45.01,0.0,43.46
2,0.0,47.16,0.0,0.0,0.0,51.63,0.0,49.42
3,0.0,60.18,0.0,0.0,0.0,56.16,0.0,57.93
4,100.0,59.09,100.0,100.0,100.0,58.29,100.0,58.69
5,50.0,65.13,50.0,50.0,50.0,62.27,50.0,63.61
6,0.0,65.23,0.0,0.0,0.0,69.34,0.0,67.3
7,100.0,73.05,100.0,100.0,100.0,73.45,100.0,73.28
8,80.0,75.53,80.0,80.0,80.0,70.63,80.0,73.08
9,43.75,64.32,43.75,43.75,43.75,63.31,43.75,63.78
