,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,,63.81,,,,65.22,,64.58
1,,68.56,,,,70.3,,69.51
2,100.0,62.35,100.0,100.0,100.0,68.51,100.0,65.62
3,,65.42,,,,71.68,,68.76
4,,63.11,,,,61.84,,62.44
5,,61.17,,,,63.18,,62.2
6,,67.06,,,,62.55,,64.71
7,100.0,60.36,100.0,100.0,100.0,62.31,100.0,61.44
8,,68.04,,,,69.5,,68.78
9,0.0,61.59,0.0,0.0,0.0,61.23,0.0,61.34
10,75.0,63.34,75.0,75.0,75.0,65.17,75.0,64.31
