,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,28.12,35.48,0.0
1,OTHER,44.44,8.33,0.0
2,NATIVE-AM,50.0,33.33,0.0
3,HISP-LT,35.71,38.1,0.0
4,ASIA-PI,25.0,15.38,0.0
5,WHITE,56.49,53.05,0.0
6,BLACK,42.86,53.5,0.0
