,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,22.95,41.94,0.0
1,OTHER,50.0,60.0,0.0
2,NATIVE-AM,25.0,0.0,0.0
3,HISP-LT,20.0,26.67,0.0
4,ASIA-PI,33.33,0.0,0.0
5,WHITE,64.3,64.68,0.0
6,BLACK,55.22,48.91,0.0
