PRECINCT NAME,TOTAL VOTERS,UNKNOWN,UNKNOWN FEMALE,UNKNOWN MALE,OTHER UNKNOWN,OTHER FEMALE,OTHER MALE,NATIVE-AM UNKNOWN,NATIVE-AM FEMALE,NATIVE-AM MALE,HISP-LT UNKNOWN,HISP-LT FEMALE,HISP-LT MALE,ASIA-PI UNKNOWN,ASIA-PI FEMALE,ASIA-PI MALE,WHITE UNKNOWN,WHITE FEMALE,WHITE MALE,BLACK UNKNOWN,BLACK FEMALE,BLACK MALE
0077,405.0,0.0,17.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,142.0,146.0,0.0,56.0,33.0
0081,1684.0,4.0,45.0,39.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,413.0,368.0,2.0,529.0,276.0
0082,2322.0,0.0,57.0,45.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,519.0,483.0,2.0,787.0,414.0
0083,1121.0,0.0,21.0,18.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,0.0,178.0,155.0,0.0,491.0,249.0
0085,333.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,94.0,73.0,0.0,104.0,47.0
1460,385.0,0.0,9.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,122.0,0.0,78.0,37.0
1593,250.0,0.0,6.0,5.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,113.0,98.0,0.0,15.0,6.0
88888,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
99999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOTAL,6503.0,4.0,159.0,134.0,1.0,13.0,9.0,0.0,2.0,1.0,0.0,9.0,4.0,0.0,5.0,1.0,1.0,1588.0,1446.0,4.0,2060.0,1062.0
