,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,42.86,30.59,42.86,42.86,42.86,35.49,42.86,33.14
1,50.0,38.93,50.0,50.0,50.0,41.78,50.0,40.45
2,0.0,46.14,0.0,0.0,0.0,50.05,0.0,48.18
3,20.0,51.24,20.0,20.0,20.0,56.15,20.0,53.84
4,50.0,58.15,50.0,50.0,50.0,59.26,50.0,58.71
5,33.33,64.25,33.33,33.33,33.33,64.23,33.33,64.23
6,66.67,64.24,66.67,66.67,66.67,64.17,66.67,64.21
7,25.0,68.49,25.0,25.0,25.0,70.0,25.0,69.24
8,60.0,72.84,60.0,60.0,60.0,66.31,60.0,69.33
9,42.22,56.76,42.22,42.22,42.22,57.33,42.22,57.05
