,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,20.0,33.33,0.0
1,OTHER,0.0,0.0,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,0.0,0.0,0.0
4,ASIA-PI,100.0,100.0,0.0
5,WHITE,81.25,66.67,0.0
6,BLACK,56.41,62.5,0.0
