,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,,62.24,,,,60.34,,61.26
1,,66.67,,,,33.33,,50.0
2,,62.29,,,,60.09,,61.15
