,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,,0.0,,,,,,0.0
1,66.67,52.14,66.67,66.67,66.67,59.63,66.67,56.2
2,0.0,49.98,0.0,0.0,0.0,54.4,0.0,52.45
3,40.0,46.26,40.0,40.0,40.0,53.65,40.0,50.3
4,75.0,63.79,75.0,75.0,75.0,68.24,75.0,66.15
5,0.0,42.27,0.0,0.0,0.0,52.56,0.0,48.06
6,100.0,58.23,100.0,100.0,100.0,61.02,100.0,59.71
7,57.14,56.69,57.14,57.14,57.14,60.53,57.14,58.66
8,40.0,50.77,40.0,40.0,40.0,57.73,40.0,54.27
9,25.0,59.63,25.0,25.0,25.0,64.36,25.0,62.01
10,16.67,50.49,16.67,16.67,16.67,55.44,16.67,53.1
11,75.0,51.08,75.0,75.0,75.0,58.93,75.0,55.55
12,50.0,59.85,50.0,50.0,50.0,65.32,50.0,62.81
13,50.0,56.41,50.0,50.0,50.0,66.92,50.0,62.43
14,12.5,34.57,12.5,12.5,12.5,45.87,12.5,41.38
15,100.0,58.76,100.0,100.0,100.0,62.64,100.0,60.79
16,14.29,47.6,14.29,14.29,14.29,50.98,14.29,49.34
17,75.0,62.85,75.0,75.0,75.0,67.1,75.0,65.01
18,100.0,68.02,100.0,100.0,100.0,69.24,100.0,68.69
19,58.33,45.64,58.33,58.33,58.33,52.11,58.33,49.2
20,,51.16,,,,57.41,,54.55
21,66.67,52.93,66.67,66.67,66.67,61.51,66.67,57.58
22,60.0,45.66,60.0,60.0,60.0,55.76,60.0,51.56
23,0.0,67.43,0.0,0.0,0.0,70.06,0.0,68.74
24,50.0,66.4,50.0,50.0,50.0,70.51,50.0,68.5
25,54.55,36.55,54.55,54.55,54.55,43.4,54.55,40.23
26,33.33,63.51,33.33,33.33,33.33,67.34,33.33,65.5
27,40.0,68.3,40.0,40.0,40.0,69.91,40.0,69.04
28,33.33,62.91,33.33,33.33,33.33,63.91,33.33,63.38
