,MALE,FEMALE,UNKNOWN,TOTAL VOTERS
0,55.38,60.71,0.0,58.25
1,60.36,67.92,100.0,64.51
2,66.88,73.63,100.0,70.79
3,77.28,77.49,75.0,77.39
4,0.0,,,0.0
5,71.02,72.87,62.5,72.0
