,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,0.0,38.62,0.0,0.0,0.0,48.73,0.0,43.73
1,,52.56,,,,55.7,,54.36
2,,58.8,,,,61.77,,60.41
3,100.0,65.71,100.0,100.0,100.0,70.63,100.0,68.42
4,,71.22,,,,71.15,,71.19
5,,69.83,,,,75.52,,72.87
6,100.0,81.05,100.0,100.0,100.0,76.13,100.0,78.36
7,,78.98,,,,80.46,,79.73
8,,81.37,,,,77.25,,79.12
9,50.0,69.42,50.0,50.0,50.0,70.32,50.0,69.89
