,MALE,FEMALE,UNKNOWN,TOTAL VOTERS
0,63.74,64.37,,64.04
1,59.49,58.54,,59.01
2,63.48,51.04,,56.83
3,51.82,48.28,0.0,49.92
4,54.21,50.6,,52.2
5,62.19,62.55,,62.37
6,65.92,66.97,,66.47
7,62.69,57.33,,59.86
8,67.86,70.85,,69.35
9,63.94,64.5,,64.24
10,0.0,,,0.0
11,71.01,63.19,0.0,66.36
12,44.93,45.65,,45.32
13,56.73,53.48,0.0,54.97
