,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,25.0,40.35,25.0,25.0,25.0,48.83,25.0,44.65
1,50.0,42.93,50.0,50.0,50.0,50.25,50.0,46.87
2,66.67,55.69,66.67,66.67,66.67,60.53,66.67,58.17
3,64.29,56.13,64.29,64.29,64.29,60.07,64.29,58.21
4,60.0,51.3,60.0,60.0,60.0,57.08,60.0,54.32
5,66.67,56.53,66.67,66.67,66.67,57.2,66.67,56.88
6,71.43,58.09,71.43,71.43,71.43,60.24,71.43,59.2
7,60.0,54.38,60.0,60.0,60.0,58.82,60.0,56.67
8,57.14,51.82,57.14,57.14,57.14,56.71,57.14,54.33
9,25.0,35.74,25.0,25.0,25.0,43.36,25.0,39.65
10,42.86,46.51,42.86,42.86,42.86,49.68,42.86,48.17
11,50.0,53.47,50.0,50.0,50.0,55.64,50.0,54.61
12,40.0,63.1,40.0,40.0,40.0,63.43,40.0,63.23
13,50.0,64.3,50.0,50.0,50.0,66.79,50.0,65.58
14,57.14,53.95,57.14,57.14,57.14,54.87,57.14,54.44
15,100.0,58.56,100.0,100.0,100.0,59.69,100.0,59.16
16,100.0,59.85,100.0,100.0,100.0,62.09,100.0,60.99
17,37.5,59.73,37.5,37.5,37.5,60.15,37.5,59.9
18,20.0,70.86,20.0,20.0,20.0,70.0,20.0,70.33
19,100.0,50.82,100.0,100.0,100.0,54.7,100.0,53.02
20,0.0,33.69,0.0,0.0,0.0,54.1,0.0,44.91
21,23.08,30.31,23.08,23.08,23.08,36.5,23.08,33.5
22,50.0,43.76,50.0,50.0,50.0,52.38,50.0,48.28
23,50.0,41.42,50.0,50.0,50.0,46.64,50.0,44.22
24,,60.68,,,,65.22,,63.06
25,50.0,64.63,50.0,50.0,50.0,66.6,50.0,65.63
26,46.15,64.68,46.15,46.15,46.15,67.01,46.15,65.88
27,20.0,57.83,20.0,20.0,20.0,58.9,20.0,58.3
28,37.5,54.71,37.5,37.5,37.5,56.61,37.5,55.66
29,66.67,66.56,66.67,66.67,66.67,66.97,66.67,66.78
30,,,,,,0.0,,0.0
31,,0.0,,,,,,0.0
32,,,,,,0.0,,0.0
33,,3.57,,,,0.0,,2.17
34,47.19,53.42,47.19,47.19,47.19,57.11,47.19,55.33
