,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,27.27,44.44,0.0
1,OTHER,0.0,100.0,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,0.0,0.0,0.0
4,ASIA-PI,100.0,0.0,0.0
5,WHITE,68.49,72.44,100.0
6,BLACK,28.12,50.0,0.0
