,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,,25.75,,,,30.63,,28.32
1,0.0,34.15,0.0,0.0,0.0,41.14,0.0,38.01
2,,37.27,,,,42.0,,39.79
3,0.0,42.49,0.0,0.0,0.0,49.22,0.0,46.24
4,,54.22,,,,51.24,,52.54
5,,50.54,,,,55.35,,53.14
6,100.0,57.54,100.0,100.0,100.0,62.26,100.0,60.11
7,,59.87,,,,61.11,,60.49
8,,67.19,,,,64.31,,65.66
9,33.33,51.17,33.33,33.33,33.33,53.05,33.33,52.17
