,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,,30.0,,,,34.41,,32.59
1,,38.51,,,,40.88,,39.82
2,,38.78,,,,51.46,,45.6
3,,51.03,,,,54.14,,52.65
4,,58.74,,,,60.24,,59.55
5,,61.78,,,,64.65,,63.38
6,,71.08,,,,71.89,,71.51
7,,63.89,,,,69.59,,66.67
8,,69.51,,,,67.93,,68.62
9,,57.39,,,,59.52,,58.55
