,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,14.29,36.23,0.0
1,OTHER,0.0,23.08,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,25.0,25.0,0.0
4,ASIA-PI,0.0,0.0,0.0
5,WHITE,31.82,16.0,0.0
6,BLACK,18.3,32.84,0.0
