,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,37.5,61.36,37.5,37.5,37.5,61.58,37.5,61.42
1,66.67,48.01,66.67,66.67,66.67,50.85,66.67,49.47
2,100.0,49.75,100.0,100.0,100.0,53.45,100.0,51.69
3,33.33,56.38,33.33,33.33,33.33,58.99,33.33,57.74
4,50.0,52.23,50.0,50.0,50.0,52.36,50.0,52.29
5,66.67,59.08,66.67,66.67,66.67,62.86,66.67,61.11
6,40.0,55.5,40.0,40.0,40.0,57.82,40.0,56.66
7,0.0,58.73,0.0,0.0,0.0,60.2,0.0,59.5
8,66.67,40.49,66.67,66.67,66.67,47.42,66.67,44.4
9,80.0,51.61,80.0,80.0,80.0,55.65,80.0,53.77
10,63.64,50.9,63.64,63.64,63.64,53.75,63.64,52.43
11,50.0,48.01,50.0,50.0,50.0,52.84,50.0,50.59
12,,,,,,0.0,,0.0
13,0.0,50.33,0.0,0.0,0.0,56.23,0.0,53.33
14,100.0,56.66,100.0,100.0,100.0,61.49,100.0,59.13
15,71.43,50.82,71.43,71.43,71.43,55.53,71.43,53.32
16,,0.0,,,,inf,,100.0
17,,0.0,,,,,,0.0
18,56.16,52.93,56.16,56.16,56.16,56.27,56.16,54.7
