,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,35.11,32.57,0.0
1,OTHER,50.0,33.33,0.0
2,NATIVE-AM,0.0,33.33,0.0
3,HISP-LT,0.0,50.0,0.0
4,ASIA-PI,25.0,0.0,0.0
5,WHITE,57.81,55.92,100.0
6,BLACK,61.11,72.22,0.0
