,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,18.75,23.23,18.75,18.75,18.75,29.13,18.75,26.45
1,0.0,29.66,0.0,0.0,0.0,36.35,0.0,33.31
2,0.0,39.28,0.0,0.0,0.0,43.77,0.0,41.75
3,50.0,43.99,50.0,50.0,50.0,48.94,50.0,46.75
4,100.0,52.28,100.0,100.0,100.0,56.71,100.0,54.72
5,0.0,56.98,0.0,0.0,0.0,61.1,0.0,59.18
6,100.0,60.6,100.0,100.0,100.0,64.03,100.0,62.45
7,,66.22,,,,69.94,,68.18
8,21.43,69.69,21.43,21.43,21.43,67.32,21.43,68.31
9,24.39,49.6,24.39,24.39,24.39,52.93,24.39,51.41
