,ASIAN-PACIFIC,BLACK,LATINO,NATIVE-AMERICAN,OTHER,WHITE,UNKNOWN,TOTAL VOTERS
0,0.0,34.64,0.0,0.0,0.0,41.58,0.0,38.23
1,33.33,46.03,33.33,33.33,33.33,50.82,33.33,48.5
2,100.0,57.8,100.0,100.0,100.0,58.99,100.0,58.49
3,100.0,63.8,100.0,100.0,100.0,61.04,100.0,62.37
4,,66.72,,,,69.89,,68.31
5,100.0,72.69,100.0,100.0,100.0,72.59,100.0,72.65
6,,75.52,,,,72.12,,73.76
7,100.0,75.86,100.0,100.0,100.0,78.64,100.0,77.31
8,50.0,80.01,50.0,50.0,50.0,75.93,50.0,77.88
9,63.64,67.56,63.64,63.64,63.64,67.4,63.64,67.48
