,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,43.93,50.0,0.0
1,OTHER,59.09,55.81,0.0
2,NATIVE-AM,50.0,40.0,0.0
3,HISP-LT,48.65,64.29,0.0
4,ASIA-PI,56.45,59.04,0.0
5,WHITE,67.65,72.51,0.0
6,BLACK,69.77,73.45,0.0
