,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,20.27,28.0,0.0
1,OTHER,63.64,58.82,0.0
2,NATIVE-AM,16.67,0.0,0.0
3,HISP-LT,28.89,56.36,0.0
4,ASIA-PI,37.69,21.7,100.0
5,WHITE,61.19,54.78,0.0
6,BLACK,39.65,55.05,0.0
