,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,31.55,44.62,0.0
1,OTHER,40.74,59.57,0.0
2,NATIVE-AM,14.29,55.56,0.0
3,HISP-LT,44.8,47.67,0.0
4,ASIA-PI,46.15,46.99,0.0
5,WHITE,62.55,63.55,0.0
6,BLACK,49.66,61.0,50.0
