,-,MALE,FEMALE,UNKNOWN
0,UNKNOWN,28.44,33.33,0.0
1,OTHER,47.37,39.29,0.0
2,NATIVE-AM,0.0,0.0,0.0
3,HISP-LT,33.33,26.09,0.0
4,ASIA-PI,56.25,46.67,0.0
5,WHITE,60.7,65.44,0.0
6,BLACK,25.22,32.75,0.0
